time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-13 00:00:00+00:00,,,1,1
2025-07-14 00:00:00+00:00,1.0,1.0,3,1
2025-07-20 00:00:00+00:00,,,1,1
2025-07-22 00:00:00+00:00,,,1,1
2025-07-24 00:00:00+00:00,,,3,1
