time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,,,1,1
2025-07-22 00:00:00+00:00,,,1,1
2025-07-24 00:00:00+00:00,,,3,1
2025-07-30 00:00:00+00:00,1.0,1.0,2,2
2025-07-31 00:00:00+00:00,,,1,1
2025-08-02 00:00:00+00:00,,,1,1
